SampleID,exp_nr,Cultivar,rep,Soil_type,Functinoal_group,Select_FT,shoot_length_cm,root_length_cm,shoot_dry_weight_g,root_dry_weight_g,leaf_metabolite_richness,leaf_metabolite_evenness,leaf_metabolite_composition_axis1,root_exudate_richness_median,root_exudate_shannon_median,root_exudate_evenness_median,root_exudate_composition_axis1_medain,Bac_richness,Bac_shannon,Bac_simpson,Phylogenetic_diversity,Bac_evenness,Bac_axis1,Bac_axis2,Fun_richness,Fun_shannon,Fun_simpson,Fun_evenness,Fun_axis1,Fun_axis2
S29_16S,29,Cariboo,1,rhizo,d,no,15.5,30.5,0.349,0.123708191,81,0.919401101,0.070013169,22,2.444669795,0.790888457,-0.172040951,,,,,,,,389,4.472408382,0.971682025,0.749953698,0.095918521,-0.035213386
S3_16S,3,Herbstfreude,1,rhizo,c,no,14.5,20,0.358,0.037162992,79,0.899791409,0.117410641,27,2.847585011,0.863994526,0.18367484,1185,6.357984244,0.996757388,87.80165446,0.89833783,0.001432078,0.057173347,407,4.641029029,0.978143691,0.772370331,0.083767739,0.002722425
S30_16S,30,Desiree,1,rhizo,a,a,17,35,0.541,0.112831574,84,0.886798586,0.125199191,22,2.473531697,0.800225728,-0.18218285,1234,6.416879891,0.993042033,86.5509506,0.901498354,0.044881185,0.11060846,439,4.691883382,0.97981705,0.771120689,0.041146481,-0.034389811
S31_16S,31,Moni,1,rhizo,b,no,17,30,0.421,0.068827923,83,0.919827609,0.022306224,28,2.822317811,0.846982171,0.157624357,1014,6.234801577,0.995114796,81.78914684,0.900767043,0.179340702,-0.168787575,257,2.920897937,0.838722574,0.526375543,-0.135272757,0.35880315
S32_16S,32,Cobra,1,rhizo,a,no,15,26.5,0.442,0.100279142,84,0.939635191,-0.0971022,14,2.118172457,0.802624647,-0.34817572,838,6.096742215,0.985746933,67.51070889,0.90576821,0.103380404,-0.038825184,402,4.444252776,0.972809642,0.74114705,-0.000609669,0.048443267
S33_16S,33,Bihoro,1,rhizo,a,a,13.5,24.5,0.428,0.058074721,82,0.933943067,0.043318829,20,2.640927385,0.881563219,0.007800925,974,6.211170705,0.994480314,77.46937549,0.902601288,0.146560841,-0.041969566,435,4.498449137,0.97312391,0.740443279,-0.098803632,0.064639698
S34_16S,34,Fianna,1,rhizo,d,no,15.5,38,0.463,0.09008479,82,0.911603399,0.125045303,17,2.31859947,0.818363882,-0.294137171,1138,6.413368529,0.990578848,84.31171847,0.911374643,0.111781049,0.02270291,410,4.043845653,0.927761163,0.672164231,-0.053909326,0.094639086
S35_16S,35,King Edward Vii,1,rhizo,b,no,23,23,0.564,0.051850746,82,0.919372663,-0.078291817,33,3.117210976,0.891521303,0.202140807,939,6.215902939,0.996369985,69.01357347,0.908118408,0.047816863,-0.02850867,418,4.473118435,0.975051233,0.741136972,0.053571896,-0.015219729
S36_16S,36,Krab,1,rhizo,b,b,15,27,0.519,0.062752519,83,0.903488347,0.020655275,46,3.595127969,0.939008802,0.437707303,1074,6.251154788,0.994738262,76.68771974,0.895690596,-0.059585393,-0.007871886,449,4.69248941,0.978871924,0.768375933,0.09306186,-0.049706714
S37_16S,37,Zenia,1,rhizo,b,no,15,35,0.564,0.102523103,82,0.92235832,-0.036048069,28,2.736239736,0.821150001,0.120992751,888,6.012713758,0.996488744,69.82545929,0.885658975,-0.137852947,-0.064477035,394,4.269982385,0.959765803,0.714479864,0.077116914,-0.024652572
S38_16S,38,Arran Banner,1,rhizo,a,no,22,31,0.473,0.105710199,83,0.888549764,0.021572399,27,2.700076494,0.819238513,-0.041939306,1028,6.344935563,0.990997299,78.05974694,0.914866136,0.060854223,-0.055056097,445,4.47144475,0.966907311,0.733255212,-0.122424637,0.004110807
S39_16S,39,Danuta,1,rhizo,c,c,15,35,0.251,0.090597213,79,0.893439001,0.15461813,44,3.46479079,0.915596501,0.436372034,1048,6.323151084,0.996023447,76.92167448,0.909199055,0.089757225,-0.051860645,415,3.87715384,0.900999179,0.643161033,-0.247789473,-0.112164531
S4_16S,4,Ackersegen,1,rhizo,d,no,15.5,30,0.411,0.08837148,83,0.897602979,0.056004492,15,2.288542982,0.845088832,-0.279521439,1328,6.570410246,0.9965011,90.55969894,0.913644554,-0.063676348,0.119859859,405,4.656749437,0.980374062,0.775622423,0.105867078,-0.031314903
S40_16S,40,Wolfram,1,rhizo,a,no,21,32,0.483,0.061462619,84,0.934132729,-0.137552825,24,2.655541637,0.835587369,-0.094219374,1079,6.237041482,0.993198736,75.99449405,0.893074035,-0.185627178,-0.034196557,358,3.803530439,0.93311706,0.64680029,0.048408574,0.059829578
S41_16S,41,Orlik Cs,1,rhizo,b,no,24,12,0.241,,79,0.936413126,-0.357539705,29,2.803230805,0.832487238,0.10932581,1087,6.342531848,0.99202827,80.17331092,0.907219478,-0.045860164,-0.098884496,406,4.354952297,0.959562058,0.725057648,-0.166546099,-0.053001552
S42_16S,42,Apollo,1,rhizo,d,no,13,25,0.54,0.077707444,82,0.917739791,-0.015940054,19,2.278233237,0.773741026,-0.241010632,787,5.76867207,0.996570168,64.69081516,0.865098172,-0.143067249,-0.102657399,414,4.449014841,0.973284059,0.738319581,0.001436265,-0.036723575
S43_16S,43,Atlantic,1,rhizo,b,no,12.5,19,0.387,0.113636082,82,0.909480542,0.086079759,35,3.132821677,0.881157519,0.271599104,940,6.120314778,0.99501495,75.93339582,0.89401434,-0.085213107,-0.111059589,300,3.420291518,0.907448241,0.599653218,-0.028716664,0.269431354
S44_16S,44,Ceres,1,rhizo,c,no,18,28,0.378,0.087590394,80,0.888514023,0.178182618,26,2.784597944,0.854670177,-0.08475037,835,5.968186095,0.995966397,67.44934014,0.887141831,-0.176788568,0.004275723,416,4.513206247,0.972325784,0.748373701,0.12144065,-0.079187727
S45_16S,45,Anielka,1,rhizo,d,no,18.5,37,0.496,0.089136885,80,0.883410199,0.154446467,21,2.623102982,0.861581097,-0.151472247,998,6.322104652,0.995591252,79.65358781,0.915483713,-0.043909758,0.047884695,453,4.615950255,0.973853131,0.75474684,0.114910938,-0.068177674
S46_16S,46,Donella,1,rhizo,b,no,16,32,0.438,0.090689921,83,0.923195542,0.008735772,33,3.045743976,0.871081765,0.22144774,907,6.181800129,0.995008709,73.56496552,0.907734335,-0.085199851,0.016470888,404,4.054229299,0.939929373,0.675545581,0.101172957,-0.024389708
S47_16S,47,Aula,1,rhizo,c,no,13,37,0.45,0.103206575,78,0.920192596,0.057521724,28,2.852326808,0.85598792,0.027141062,1209,6.469015972,0.988457311,80.89797856,0.91144367,-0.061603978,0.041679916,417,4.57190826,0.97644794,0.757805888,-0.022971527,0.034852931
S48_16S,48,Baltyk,1,rhizo,d,no,16,35.5,0.55,0.109174407,82,0.919671888,0.031060705,15,2.188193256,0.808032752,-0.264465215,893,6.041692652,0.996175068,73.7543632,0.889192091,-0.158235586,-0.03258209,408,4.515131773,0.976485902,0.751111478,0.094125656,-0.000612907
S49_16S,49,Janka,1,rhizo,a,no,16.5,26.8,0.602,0.100080857,83,0.92601716,-0.109694594,18,2.32225979,0.803446748,-0.042183264,1478,6.594567023,0.995362664,89.1066526,0.903557803,-0.097174052,0.075167486,414,4.354450361,0.966557998,0.722626487,0.06918173,-0.023723852
S5_16S,5,Kmiec,1,rhizo,b,no,15,42,0.31,0.095595933,83,0.916348806,0.01131598,28,2.881754651,0.864819264,0.01517078,1153,6.439898054,0.993345872,82.1970342,0.913444842,0.048127429,-0.065119513,422,4.319067619,0.94762819,0.71448533,-0.220988983,-0.015562016
S50_16S,50,Apta,1,rhizo,d,no,16,36,0.536,0.096234932,82,0.918672979,-0.038115036,13,2.081751296,0.81161497,-0.065780417,1012,6.171079846,0.993848148,76.1453826,0.891815288,-0.12569375,0.019073528,411,4.233363718,0.960314709,0.703380934,0.081862833,0.045858189
S51_16S,51,Zagloba,1,rhizo,d,no,15.5,31.5,0.503,0.066608343,83,0.920026767,-0.030313464,20,2.551346712,0.851660455,-0.140322483,1243,6.265651456,0.994234549,81.979067,0.879354739,-0.143872316,-0.065626772,392,4.278160222,0.961877941,0.716458319,-0.024308321,-0.044316904
S52_16S,52,Arran Banner,2,rhizo,a,no,20,30,0.335,0.134366839,83,0.91178231,-0.084720045,27,2.700076494,0.819238513,-0.041939306,1248,6.447902974,0.99640733,81.11646917,0.904423322,-0.011300989,0.024466399,394,4.33831523,0.967660456,0.725913738,0.066940195,0.032323715
S53_16S,53,King Edward Vii,2,rhizo,b,no,22,30,0.488,0.079385836,82,0.923266471,0.02587446,33,3.117210976,0.891521303,0.202140807,917,6.185610146,0.995773708,71.87230907,0.906833703,0.053747236,-0.110750288,425,4.606914845,0.977066788,0.761210669,-0.014344348,-0.033316608
S54_16S,54,Czapla,2,rhizo,d,no,13,30,0.422,0.036011796,79,0.878874012,0.144251717,15,2.125112081,0.784738806,-0.178681398,1149,6.36532066,0.99562635,84.24808516,0.903311945,0.015593851,0.074587445,424,4.458333777,0.970170248,0.736947142,0.050287021,0.029408822
S55_16S,55,Krab,2,rhizo,b,b,16,18,0.373,0.063398034,83,0.90184457,0.041011853,46,3.595127969,0.939008802,0.437707303,1334,6.48627327,0.994977836,87.36599684,0.901379913,-0.161085509,0.021723452,432,4.562879238,0.971202616,0.75190495,0.10863645,-0.041584307
S56_16S,56,Kama,2,rhizo,b,b,15,48,0.513,0.123966272,84,0.892241382,0.108774354,32,3.143651692,0.907066141,0.278192321,1000,6.195208523,0.99263588,74.24065942,0.896848292,-0.057977532,-0.002664478,434,4.552443518,0.970113059,0.74961471,0.111440353,-0.094301523
S57_16S,57,Zagloba,2,rhizo,d,no,17,26,0.328,0.066479586,83,0.924885846,0.002442219,20,2.551346712,0.851660455,-0.140322483,818,5.884023424,0.993378983,67.07694127,0.877313881,-0.128861929,-0.167565721,401,4.19284502,0.951416455,0.699511512,-0.129962085,-0.107730303
S58_16S,58,Sagitta,2,rhizo,d,no,11,35,0.26,0.054299385,83,0.912612218,-0.041022934,24,2.604259684,0.819451093,-0.045081286,1164,6.400397332,0.996717351,82.13433487,0.906620963,-0.136933907,0.087849955,421,4.541918345,0.975799584,0.751645594,0.090374024,-0.032533907
S59_16S,59,Pasja Pomorska,2,rhizo,a,a,14,40,0.429,0.094275459,83,0.919762138,-0.0722156,22,2.483076099,0.803313489,-0.124879351,929,6.203505029,0.99594185,69.42433779,0.907727001,-0.033822946,-0.050687095,409,4.334687019,0.964735117,0.720800189,-0.027201484,-0.01407489
S6_16S,6,Ursus,1,rhizo,c,no,16,24,0.396,0.09515694,82,0.899442103,0.030480438,26,2.865437746,0.879482149,-0.131982982,960,6.15801064,0.995841165,77.58626064,0.896762847,-0.123790057,-0.058728507,366,3.762100111,0.87257125,0.637359615,-0.359246611,-0.033301428
S60_16S,60,Brda Stara,2,rhizo,d,d,27,30,0.569,0.103867942,79,0.926654667,-0.003503864,22,2.418482961,0.782416611,-0.178067436,781,6.015833654,0.99639783,67.95726781,0.903200327,-0.094479256,-0.050038496,461,4.633210293,0.975346175,0.755406752,0.088168778,-0.069005404
S61_16S,61,Erdkraft,2,rhizo,c,no,12,22,0.374,0.176901399,83,0.910872795,0.136894105,23,2.635278699,0.840466771,0.05692329,848,6.065049886,0.996137577,68.87609677,0.899474604,0.036766279,-0.11304196,399,4.393795919,0.968064832,0.733649061,0.014268666,0.128473636
S62_16S,62,Cobra,2,rhizo,a,no,16,29,0.523,0.102372009,84,0.916292187,-0.075162653,14,2.118172457,0.802624647,-0.34817572,1041,6.356948346,0.994492149,78.57109774,0.914940404,-0.007208411,-0.001817249,452,4.559942023,0.972966627,0.745858533,0.103517727,-0.035956592
S63_16S,63,Szyper,2,rhizo,a,no,13,35,0.441,0.206183415,83,0.921890544,0.056478873,27,2.713458773,0.823298872,0.020229108,1151,6.395882619,0.992835619,86.28228373,0.907425083,-0.109075995,-0.026772019,415,4.402960123,0.971070098,0.730384323,0.027307957,0.028663867
S64_16S,64,Anielka,2,rhizo,d,no,14,35,0.401,0.059251609,80,0.914907557,0.012829645,21,2.623102982,0.861581097,-0.151472247,837,6.173293142,0.996312047,67.27134877,0.917303792,-0.014790651,-0.073311568,432,4.668289748,0.980684425,0.769275273,-0.018501354,0.056610865
S65_16S,65,Herbstfreude,2,rhizo,c,no,18,27,0.299,0.092381498,79,0.935149732,0.013433238,27,2.847585011,0.863994526,0.18367484,1054,6.253436937,0.99325026,78.93244101,0.898437432,-0.077522995,-0.076832016,412,4.455936908,0.971029072,0.740063051,0.046488968,0.066106713
S66_16S,66,Atol,2,rhizo,c,c,16,20,0.398,0.057623067,80,0.913854238,0.029307207,26,2.882380574,0.884682372,0.107660355,811,5.91680501,0.994275424,65.88690185,0.883333567,-0.030069611,-0.183202833,393,4.285484815,0.964112316,0.717378874,-0.032767324,-0.011634067
S67_16S,67,Janka,2,rhizo,a,no,17,42,0.362,0.112607601,83,0.951222549,-0.082825687,18,2.32225979,0.803446748,-0.042183264,1066,6.181151915,0.994022232,81.17023179,0.886610117,-0.048974886,-0.07926779,383,4.279656105,0.957112618,0.719507554,0.097465565,-0.034303746
S68_16S,68,Wolfram,2,rhizo,a,no,19,31.5,0.642,0.172725091,84,0.915499409,-0.023947096,24,2.655541637,0.835587369,-0.094219374,1155,6.444533729,0.99664891,83.78706889,0.913877719,0.082416524,0.068694994,436,4.545735133,0.972970532,0.747943849,0.07966819,-0.083668557
S69_16S,69,Aula,2,rhizo,c,no,15,26,0.522,0.048557702,78,0.905169089,0.08527237,28,2.852326808,0.85598792,0.027141062,952,6.22165143,0.994580421,74.98205407,0.907136026,0.116770044,-0.047567685,431,4.62520945,0.977671894,0.762467365,0.101028945,-0.021565047
S7_16S,7,Cajka,1,rhizo,c,no,19,37,0.347,0.133485318,80,0.931586607,-0.017104184,34,3.057308043,0.866986805,0.256994977,1256,6.424159448,0.99602963,89.85962355,0.900286004,-0.001101682,0.045470344,455,4.709637056,0.979722493,0.769511142,0.058296101,0.009195395
S70_16S,70,Cosima,2,rhizo,a,no,18,31,0.556,0.085694605,83,0.926942647,-0.01205577,22,2.513434397,0.813134868,-0.200196021,953,6.243368864,0.993217728,74.90664191,0.910163173,0.136587425,0.01389549,420,4.50269711,0.973269922,0.745448218,0.017447769,0.005682743
S71_16S,71,Wiebke,2,rhizo,b,no,14,33,0.472,0.057676956,83,0.912974235,0.017842195,33,3.200219329,0.915261664,0.151426873,970,6.234426687,0.996151254,75.0226516,0.906522945,0.147937688,-0.056651067,375,3.566940885,0.863803685,0.601819707,-0.074229824,0.122348441
S72_16S,72,Bihoro,2,rhizo,a,a,12,28,0.501,0.05935214,82,0.913549297,-0.104010908,20,2.640927385,0.881563219,0.007800925,771,5.958738292,0.996831154,68.13219428,0.896362458,0.043544039,-0.077878756,420,4.318548531,0.965725026,0.714961328,0.068716663,-0.031376033
S73_16S,73,Desiree,2,rhizo,a,a,19,26,0.646,0.097654907,84,0.937883581,-0.02665849,22,2.473531697,0.800225728,-0.18218285,914,5.983093567,0.996001746,72.39156616,0.877565599,-0.012364374,-0.118587472,368,4.319859214,0.969312808,0.731177822,-0.099198614,0.001381683
S74_16S,74,Astrid,2,rhizo,b,no,17,33,0.678,0.121002324,82,0.900661365,-0.117212407,22,2.768737718,0.895729437,0.084940835,970,6.270055725,0.99647337,74.17728364,0.91170362,0.102148725,-0.015305468,381,4.001999387,0.939730422,0.673419904,-0.00141644,-0.009762495
S75_16S,75,Cajka,2,rhizo,c,no,18,33,0.543,0.107355131,80,0.902200778,0.083046521,34,3.057308043,0.866986805,0.256994977,939,6.03718712,0.995362519,76.28121365,0.882008746,0.001496639,-0.167724089,400,4.300640744,0.95182696,0.717794574,-0.192072747,-0.045063352
S76_16S,76,Danuta,2,rhizo,c,c,16,31,0.365,0.079008751,79,0.909666426,0.133578042,44,3.46479079,0.915596501,0.436372034,1059,6.247319729,0.993827932,74.47471081,0.896948695,-0.072292852,-0.019580481,412,3.86091021,0.910159355,0.641238206,-0.285891197,-0.020721535
S77_16S,77,Syrena,2,rhizo,b,no,16,46,0.478,0.101422377,84,0.916814877,0.026224497,33,3.197353114,0.914441927,0.217139976,1078,6.252988612,0.994190297,79.62021158,0.895476373,-0.106959536,-0.041439955,441,4.443242456,0.970890177,0.729710907,0.027682734,-0.043955429
S78_16S,78,Ceres,2,rhizo,c,no,17,38,0.601,0.077003283,80,0.921653997,-0.037155658,26,2.784597944,0.854670177,-0.08475037,1285,6.524860888,0.99610108,91.17677648,0.911482591,-0.002371788,0.055275242,421,4.576170387,0.976258628,0.757313991,0.039938714,-0.008116517
S79_16S,79,Kmiec,2,rhizo,b,no,16,39,0.49,0.07349794,83,0.917224903,0.011401964,28,2.881754651,0.864819264,0.01517078,1021,6.222494258,0.995015557,78.43786895,0.898096311,-0.025868906,-0.029794272,408,4.364819951,0.96614774,0.726106464,0.042778286,0.034235477
S8_16S,8,Syrena,1,rhizo,b,no,12,40,0.609,0.051467608,84,0.911310451,0.037549877,33,3.197353114,0.914441927,0.217139976,960,6.23474994,0.996764882,68.90454314,0.907938039,0.056072361,-0.061359415,404,4.413309283,0.971287534,0.735378135,-0.024922005,0.1616263
S80_16S,80,Jelly,2,rhizo,d,d,15,33,0.29,0.08482358,84,0.877798069,0.118151871,22,2.623614948,0.848779979,-0.1525734,619,5.82955768,0.99671277,58.63667916,0.906885845,-0.028321091,-0.105069243,437,4.674002967,0.977148642,0.768758935,0.101215122,-0.023265438
S81_16S,81,Tewadi,2,rhizo,a,no,11,33,0.731,0.074342107,83,0.908340131,-0.062869242,22,2.501891743,0.809400641,-0.16870474,1279,6.513132305,0.996911198,89.70579565,0.910439421,0.006461602,-0.016232148,402,4.265867955,0.952367216,0.711398656,-0.206612044,-0.002619066
S82_16S,82,Rudawa,2,rhizo,d,d,10,48,0.397,0.170561529,82,0.903446911,0.091947288,15,2.184404557,0.806633701,-0.175943969,1319,6.562748093,0.997156761,92.31651344,0.913442845,-0.019887237,0.07193713,389,4.096248244,0.940261781,0.686877462,-0.214395985,-0.043234125
S83_16S,83,Apta,2,rhizo,d,no,15,30,0.6,0.126661057,82,0.877145105,0.116999531,13,2.081751296,0.81161497,-0.065780417,1294,6.453083268,0.996582475,89.18963403,0.900577649,0.007725596,0.029525233,430,4.445424183,0.970206282,0.73311043,-0.024881035,-0.043756136
S84_16S,84,Ackersegen,2,rhizo,d,no,17,22,0.54,0.068482614,83,0.906426492,0.036079911,15,2.288542982,0.845088832,-0.279521439,1112,6.399857018,0.997084606,81.882073,0.912451403,-0.013325923,-0.01883998,405,4.46787,0.972237949,0.744162898,0.020215077,0.04802548
S85_16S,85,Carnea,2,rhizo,a,no,17,51,0.25,0.118395166,82,0.925838154,0.060105709,23,2.671625479,0.852058813,-0.10352143,982,6.231431237,0.997391946,69.60448898,0.904470375,-0.066626099,-0.066833667,404,4.348046794,0.969279296,0.724503618,0.013972142,0.05802013
S86_16S,86,Amex,2,rhizo,b,no,21,29,0.51,0.122225245,83,0.936605997,-0.067334331,34,3.197849832,0.906841433,0.181265495,968,6.1330572,0.996402652,71.72939751,0.892050933,-0.028605857,-0.031870532,416,4.576386605,0.978810632,0.758850182,0.074473287,0.101054508
S87_16S,87,Ballade,2,rhizo,c,no,19,28,0.376,0.065586172,74,0.886071896,0.284084521,31,3.158433102,0.919756806,0.180780622,798,6.04035857,0.99660734,65.15121975,0.903959952,-0.044435762,-0.101780629,396,4.530547551,0.976086962,0.757437521,0.098355064,-0.022430978
S88_16S,88,Baltyk,2,rhizo,d,no,14,22,0.339,0.092195483,82,0.916115115,0.053683111,15,2.188193256,0.808032752,-0.264465215,1035,6.335261465,0.996161044,80.02406827,0.912578286,0.034947416,0.067497336,440,4.569320882,0.975945695,0.750696565,0.087194625,-0.047366521
S89_16S,89,Belladonna,2,rhizo,c,no,19,29,0.336,0.080727344,81,0.91638161,-0.024245574,26,2.831443849,0.869048481,-0.01047521,1278,6.42164755,0.99610354,87.12865832,0.897749363,-0.037847864,0.094165377,388,4.082923651,0.938693902,0.684938768,-0.220335746,-0.088254478
S9_16S,9,Belladonna,1,rhizo,c,no,22,37,0.473,0.12269541,81,0.904010734,0.039031011,26,2.831443849,0.869048481,-0.01047521,1108,6.393312961,0.996141078,82.11628119,0.911986953,0.063790647,0.058101206,438,4.597585613,0.974702959,0.755905975,0.048328525,0.01209794
S90_16S,90,Cariboo,2,rhizo,d,no,14.5,22.5,0.432,0.158931109,81,0.916616435,0.062694136,22,2.444669795,0.790888457,-0.172040951,1177,6.428122966,0.993597213,87.28194231,0.909118058,0.091970701,0.017646635,432,4.546206994,0.973955498,0.749157574,0.101734736,-0.032517084
S91_16S,91,Moni,2,rhizo,b,no,17,22,0.443,0.138760526,83,0.937849083,-0.116793843,28,2.822317811,0.846982171,0.157624357,1169,6.437724118,0.99693125,81.41620185,0.911354989,0.113747733,-0.040307489,431,4.488358559,0.969817871,0.739907448,-0.038648122,-0.050234245
S92_16S,92,Inwestor,2,rhizo,b,no,17,37,0.61,0.286096944,83,0.926619007,-0.174770591,35,3.240226382,0.911366855,0.364852398,1168,6.466595914,0.996561391,82.666758,0.915553139,0.110588355,0.046553496,409,4.593495135,0.977735014,0.7638365,0.082859942,0.027386806
S93_16S,93,Ursus,2,rhizo,c,no,17,27,0.523,0.091339007,82,0.888675993,0.14084068,26,2.865437746,0.879482149,-0.131982982,1033,6.304581612,0.995067814,82.3711322,0.908412034,0.116636902,0.032673609,424,4.430292103,0.968134824,0.73231195,0.0450074,-0.024406394
S94_16S,94,Wyszoborski,2,rhizo,a,no,16,29,0.534,0.137834399,81,0.920338918,0.004831194,21,2.52502738,0.829367309,-0.201888972,1142,6.445282671,0.997073003,84.93626912,0.915453357,0.129534688,0.035632389,355,3.778435453,0.889926557,0.643453621,-0.299555116,-0.092843718
S95_16S,95,Apollo,2,rhizo,d,no,17,24,0.386,0.078481688,82,0.911183339,0.075429532,19,2.278233237,0.773741026,-0.241010632,1546,6.701194505,0.994719319,100.7903291,0.912543314,-0.005404236,0.133069547,405,4.542447183,0.97793955,0.756584381,0.047887713,-0.012421345
S96_16S,96,Bodenkraft,2,rhizo,d,no,17.5,36,0.385,0.147129784,80,0.911616366,0.019055973,16,2.159055056,0.778714505,-0.300957759,1336,6.49249067,0.996795669,91.81941812,0.902056128,0.004414441,0.122984933,447,4.508356495,0.970024582,0.738764966,0.08370247,-0.096551422
S97_16S,97,Fianna,2,rhizo,d,no,19,29,0.39,0.092724589,82,0.92237221,0.013857719,17,2.31859947,0.818363882,-0.294137171,1482,6.59838909,0.996321846,100.5573042,0.903746817,0.014759381,0.112795834,446,4.714838109,0.980487649,0.772883868,0.036223667,-0.016264283
S98_16S,98,Donella,2,rhizo,b,no,17,28,0.397,0.134499112,83,0.927072521,-0.004532972,33,3.045743976,0.871081765,0.22144774,1447,6.575557342,0.997090828,92.03253427,0.903577505,-0.077160611,0.106957569,442,4.558893206,0.974836762,0.748425756,0.060070979,-0.022246327
S99_16S,99,Salto,2,rhizo,b,b,14,45,0.453,0.192404283,82,0.921277515,0.025369012,32,3.045218901,0.878664441,0.283751629,1261,6.443929688,0.995386738,89.39858711,0.902554097,-0.00587464,0.074424252,420,4.534220597,0.972505359,0.750667118,-0.018514286,-0.115172631